DATE,DESCIPTION,DEBIT,CREDIT,BALANCE
1/20/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Amazon Prime FR 501920995923 6.99 EUR @ 1.526466,10.67,,
1/20/2025,Internet Banking FULFILL REQUEST 105304707498 SEMIR G ABDELLA,155,,
1/20/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Channels 501827108197,4.47,,
1/17/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IC_4K.3NJ_07 Insurance Corporation of BC,79.01,,
1/17/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,47.83,,
1/17/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,250,,
1/17/2025,Internet Banking INTERNET BILL PAY 000000133544 BELL MOBILITY / BELL MOBI,109,,
1/17/2025,Internet Banking E-TRANSFER 105303959387 Isaac A,222,,
1/17/2025,Internet Banking E-TRANSFER 105303953377 Isaac A,528,,
1/17/2025,Internet Banking INTERNET TRANSFER 000000128131,950,,
1/17/2025,Electronic Funds Transfer PAY PROVINCE OF B.C,,2406.88,
1/15/2025,Internet Banking FULFILL REQUEST 105300897337 SEMIR G ABDELLA,70,,
1/15/2025,Internet Banking FULFILL REQUEST 105300804347 SEMIR G ABDELLA,100,,
1/14/2025,Internet Banking E-TRANSFER 105299883468 Isaac A,136.16,,
1/14/2025,Internet Banking INTERNET TRANSFER 000000206030,44.84,,
1/14/2025,Internet Banking INTERNET TRANSFER 000000225479,134,,
1/14/2025,Internet Banking E-TRANSFER 105299876016 Cash Money,,570,
1/14/2025,Internet Banking INTERNET TRANSFER 000000128152,128.1,,
1/13/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT 21019753 WC Insurance Payment,61.61,,
1/13/2025,Internet Banking E-TRANSFER 105298503712 YISEHAK ABDELLA,,169.71,
1/13/2025,Internet Banking INTERNET TRANSFER 000000217192,74.03,,
1/10/2025,Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL Amazon.fr Payme 201007010115,,76.16,
1/10/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE TU *TRANSUNION 501050557509 26.20 CAD @ 1.000000,26.2,,
1/7/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
1/7/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Audible CA 500721309124 16.74 CAD @ 1.000000,16.74,,
1/6/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 500575599726,39.19,,
1/6/2025,Internet Banking E-TRANSFER 105288630413 Isaac A,601.85,,
1/6/2025,Internet Banking INTERNET TRANSFER 000000234934,,650,
1/3/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,48.15,,
1/3/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,250,,
1/3/2025,Internet Banking INTERNET TRANSFER 000000133900,13.45,,
1/3/2025,Internet Banking INTERNET TRANSFER 000000137351,750,,
1/3/2025,Internet Banking E-TRANSFER 105286495289 Isaac A,75,,
1/3/2025,Internet Banking E-TRANSFER 105286493322 Isaac A,500,,
1/3/2025,Internet Banking INTERNET TRANSFER 000000102918,620,,
1/3/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 500375265178,41.43,,
1/3/2025,Electronic Funds Transfer PAY PROVINCE OF B.C,,2387.07,
12/31/2024,Branch Transaction OVERDRAFT INTEREST CHARGE,0.57,,
12/31/2024,Branch Transaction OVER LIMIT FEE,5,,
12/31/2024,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,
12/30/2024,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
12/30/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 436423494068,12.31,,
12/30/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 436423494061,14.55,,
12/30/2024,Internet Banking E-TRANSFER 105278267796 Isaac A,75,,
12/27/2024,Point of Sale - Interac RETAIL PURCHASE AAFHIA2Z0000 Subway 14690,37.81,,
12/27/2024,Internet Banking E-TRANSFER 105274635119 Isaac A,130.72,,
12/27/2024,Internet Banking INTERNET TRANSFER 000000134177,330.8,,
12/24/2024,Point of Sale - Interac RETAIL PURCHASE 435917332662 SAVE ON FOODS 2,40.59,,
12/23/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 435854800088,82.86,,
12/23/2024,Automated Banking Machine ATM WITHDRAWAL WESTSHORE BKNG CTR 2C83,260,,
12/20/2024,Branch Transaction CREDIT MEMO,,400,
12/20/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,50.03,,
12/20/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,250,,
12/20/2024,Internet Banking INTERNET TRANSFER 000000129463,132.08,,
12/20/2024,Internet Banking INTERNET TRANSFER 000000128762,1650,,
12/20/2024,Electronic Funds Transfer PAY PROVINCE OF B.C,,2676.83,
12/19/2024,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
12/19/2024,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Amazon Prime FR 435401749811 6.99 EUR @ 1.543634,10.79,,
12/18/2024,Internet Banking INTERNET TRANSFER 000000224598,,24.27,
12/18/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Channels 435313090703,4.47,,
12/17/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT IC_4K.3NJ_07 Insurance Corporation of BC,79.01,,
12/13/2024,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
12/13/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 434822140328,4.47,,
12/12/2024,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
12/12/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT 21019753 WC Insurance Payment,61.61,,
12/10/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT 000000000000000 B.C. HYDRO & POWER AUTHORITY,223.65,,
12/10/2024,Internet Banking E-TRANSFER 105255435357 NHUPHAN,,89.46,
12/9/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 434453492580,41.43,,
12/9/2024,Internet Banking FULFILL REQUEST 105254613791 Cash Money,73.05,,
12/9/2024,Internet Banking INTERNET TRANSFER 000000131702,53.99,,
12/9/2024,Internet Banking E-TRANSFER 105254602630 Isaac A,600,,
12/9/2024,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE TU *TRANSUNION 434420200956 26.20 CAD @ 1.000000,26.2,,
12/9/2024,Internet Banking INTERNET BILL PAY 000000214324 BELL MOBILITY / BELL MOBI,98.3,,
12/9/2024,Internet Banking E-TRANSFER 105253132626 Isaac A,90,,
12/9/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 434270549027,60.47,,
12/9/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 434230257598,11.19,,
12/9/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 434230257590,60.47,,
12/9/2024,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Audible CA 434201552427 16.74 CAD @ 1.000000,16.74,,
12/6/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,52.52,,
12/6/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,250,,
12/6/2024,Internet Banking INTERNET TRANSFER 000000112977,256,,
12/6/2024,Internet Banking E-TRANSFER 105251637384 Jenny Phan,51,,
12/6/2024,Internet Banking E-TRANSFER 105251632618 Isaac A,272.53,,
12/6/2024,Internet Banking FULFILL REQUEST 105251625393 Cash Money,325.84,,
12/6/2024,Electronic Funds Transfer PAY PROVINCE OF B.C,,2623.93,
12/2/2024,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
12/2/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 433721144778,41.43,,
12/2/2024,Internet Banking INTERNET TRANSFER 000000139724,,25.32,
12/2/2024,Internet Banking E-TRANSFER 105243964921 Jenny Phan,1650,,
12/2/2024,Internet Banking INTERNET TRANSFER 000000113349,,1650,
12/2/2024,Internet Banking INTERNET TRANSFER 000000123624,53.17,,
12/2/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Channels 433510802577,24.63,,
11/29/2024,Branch Transaction OVERDRAFT INTEREST CHARGE,0.62,,
11/29/2024,Branch Transaction OVER LIMIT FEE,10,,
11/29/2024,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,
11/29/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 433436972968,12.31,,
11/29/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 433436972707,14.55,,
11/29/2024,Internet Banking E-TRANSFER 105239484297 Isaac A,90,,
11/27/2024,Electronic Funds Transfer DEPOSIT 408409422962 BANK OF NOVA SCOTIA - INDIRECT,,217.36,
11/27/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 433236571217,101.9,,
11/25/2024,Internet Banking INTERNET TRANSFER 000000123786,275,,
11/25/2024,Branch Transaction TRANSFER CREDIT IBB CHARGEX CENTRE-TORONTO TORON,,301.84,
11/25/2024,Internet Banking E-TRANSFER 105233301402 Shawn Gerty,33.28,,
11/25/2024,Internet Banking INTERNET TRANSFER 000000109595,,250,
11/22/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,57.27,,
11/22/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,250,,
11/22/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT 000408409422962 SCOTIA BANK - SPL LOAN PAYMENT,183.75,,
11/22/2024,Internet Banking E-TRANSFER 105232060149 Isaac A,250,,
11/22/2024,Internet Banking FULFILL REQUEST 105231971031 Cash Money,100,,
11/22/2024,Internet Banking FULFILL REQUEST 105231965865 Cash Money,325.83,,
11/22/2024,Internet Banking INTERNET TRANSFER 000000128355,1650,,
11/22/2024,Electronic Funds Transfer PAY PROVINCE OF B.C,,2676.83,
11/21/2024,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
11/21/2024,Point of Sale - Interac RETAIL PURCHASE 432620118817 SHELL C47030,42.47,,
11/19/2024,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
11/19/2024,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Amazon Prime FR 432454901928 6.99 EUR @ 1.526466,10.67,,
11/18/2024,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
11/18/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT IC_4K.3NJ_07 Insurance Corporation of BC,79.01,,
11/18/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 432375261719,41.43,,
11/18/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Channels 432317297460,4.47,,
11/18/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMZN Apps CA 432357302023,13.43,,
11/18/2024,Point of Sale - Interac RETAIL PURCHASE 9VWELXZI0000 Subway 14283,18.43,,
11/18/2024,Point of Sale - Interac RETAIL PURCHASE 432115613326 STARBUCKS COFFE,6.78,,
11/18/2024,Point of Sale - Interac RETAIL PURCHASE 432118309824 LIBERTY KITCHEN,70.94,,
11/15/2024,Point of Sale - Interac RETAIL PURCHASE 432013547352 STARBUCKS COFFE,6.78,,
11/13/2024,Point of Sale - Interac RETAIL PURCHASE 431820259618 SHELL C47030,57.47,,
11/13/2024,Point of Sale - Interac RETAIL PURCHASE A60ADM0Z0000 Subway 14690,17.36,,
11/13/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 431874421686,4.47,,
11/13/2024,Point of Sale - Interac RETAIL PURCHASE 431813215456 SOL FOOD DELI C,4.1,,
11/13/2024,Internet Banking INTERNET TRANSFER 000000230485,,300,
11/13/2024,Internet Banking INTERNET TRANSFER 000000102540,,310,
11/12/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT TD LOAN INSUR CT LOAN INSURANCE,10.16,,
11/12/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT BR : 9915 TD ON-LINE LOANS SYSTEM,136.71,,
11/12/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT 21019753 WC Insurance Payment,61.61,,
11/12/2024,Point of Sale - Interac RETAIL PURCHASE 478001001037 CHV43050 LANGFO,100,,
11/12/2024,Automated Banking Machine ATM WITHDRAWAL WESTSHORE BKNG CTR 2C83,320,,
11/12/2024,Internet Banking INTERNET TRANSFER 000000111944,,20,
11/12/2024,Internet Banking E-TRANSFER 105218512956 SHAWNMATTHEWGERTY,,100,
11/12/2024,Point of Sale - Interac RETAIL PURCHASE 431612990281 FRESH CUP CAFE,11.78,,
11/12/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 431627288800,41.43,,
11/12/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 431633999831,39.19,,
11/12/2024,Internet Banking INTERNET TRANSFER 000000229596,,120.14,
11/12/2024,Internet Banking E-TRANSFER 105217760991 SHAWNMATTHEWGERTY,,170,
11/12/2024,Point of Sale - Interac RETAIL PURCHASE 431521165373 FAIRWAY MARKET,58.4,,
11/12/2024,Point of Sale - Interac RETAIL PURCHASE 001001001281 BEST BUY #10,154.54,,
11/12/2024,Point of Sale - Interac RETAIL PURCHASE 431518352886 CRUST BAKERY,20.7,,
11/12/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 431527157139,61.59,,
11/12/2024,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Amazon.fr Payme 431400011475 76.16 CAD @ 1.000000,76.16,,
11/12/2024,Point of Sale - Interac RETAIL PURCHASE 000001001894 WALMART STORE #,44.85,,
11/12/2024,Point of Sale - Interac RETAIL PURCHASE 431323471787 PETRO CANADA918,86.26,,
11/12/2024,Point of Sale - Interac RETAIL PURCHASE 431320320880 BURGER KING #13,22.14,,
11/8/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,60.93,,
11/8/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,250,,
11/8/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT 000408409422962 SCOTIA BANK - SPL LOAN PAYMENT,183.75,,
11/8/2024,Internet Banking INTERNET BILL PAY 000000229447 BELL MOBILITY / BELL MOBI,102.44,,
11/8/2024,Internet Banking INTERNET TRANSFER 000000204557,750,,
11/8/2024,Internet Banking FULFILL REQUEST 105214995614 Cash Money,145.5,,
11/8/2024,Internet Banking E-TRANSFER 105214984155 Isaac A,150,,
11/8/2024,Internet Banking INTERNET TRANSFER 000000212079,72.24,,
11/8/2024,Internet Banking FULFILL REQUEST 105214979643 Cash Money,325.83,,
11/8/2024,Electronic Funds Transfer PAY PROVINCE OF B.C,,2590.31,
11/7/2024,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
11/7/2024,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Audible CA 431201297327 8.39 CAD @ 1.000000,8.39,,
11/6/2024,Point of Sale - Interac RETAIL PURCHASE 431116488475 SOL FOOD DELI C,3.59,,
11/6/2024,Internet Banking INTERNET TRANSFER 000000218038,35,,
11/4/2024,Point of Sale - Interac RETAIL PURCHASE 430820300338 SAVE ON FOODS 2,38.26,,
11/4/2024,Point of Sale - Interac RETAIL PURCHASE 000001001090 WALMART STORE #,267.88,,
11/4/2024,Internet Banking E-TRANSFER 105205986577 STEPHANIEBLEAU,,200,
11/1/2024,Internet Banking INTERNET TRANSFER 000000135530,32.39,,
11/1/2024,Internet Banking E-TRANSFER 105205775898 Jenny Phan,1650,,
11/1/2024,Internet Banking E-TRANSFER 105205771310 Cash Money,,850,
11/1/2024,Internet Banking INTERNET TRANSFER 000000237419,,73,
10/31/2024,Branch Transaction OVERDRAFT INTEREST CHARGE,0.7,,
10/31/2024,Branch Transaction OVER LIMIT FEE,5,,
10/31/2024,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,
10/31/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Channels 430515075228,24.63,,
10/30/2024,Internet Banking E-TRANSFER 105201826763 Isaac A,50,,
10/30/2024,Electronic Funds Transfer DEPOSIT IA FIDUCIE INC,,1025,
10/28/2024,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
10/28/2024,Internet Banking INTERNET TRANSFER 000000223093,,400,
10/28/2024,Automated Banking Machine ATM WITHDRAWAL WESTSHORE BKNG CTR 2C83,260,,
10/28/2024,Internet Banking E-TRANSFER 105196430651 Isaac A,123.5,,
10/28/2024,Internet Banking INTERNET TRANSFER 000000219321,61.47,,
10/28/2024,Internet Banking INTERNET TRANSFER 000000216203,,300,
10/28/2024,Internet Banking INTERNET TRANSFER 000000237045,1650,,
10/28/2024,Internet Banking FULFILL REQUEST 105196337865 Cash Money,690,,
10/25/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,57.23,,
10/25/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,250,,
10/25/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT 000408409422962 SCOTIA BANK - SPL LOAN PAYMENT,183.75,,
10/25/2024,Electronic Funds Transfer PAY PROVINCE OF B.C,,2665.4,
10/23/2024,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
10/23/2024,Point of Sale - Interac RETAIL PURCHASE 429720460898 SHELL C47030,42.47,,
10/22/2024,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
10/22/2024,Internet Banking INTERNET TRANSFER 000000125475,75,,
10/21/2024,Internet Banking E-TRANSFER 105191088291 Cash Money,,105.51,
10/21/2024,Point of Sale - Interac RETAIL PURCHASE 000001001388 WALMART STORE #,29.93,,
10/21/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 429470304529,11.19,,
10/21/2024,Point of Sale - Interac RETAIL PURCHASE 000001001641 WALMART STORE #,84.23,,
10/21/2024,Point of Sale - Interac RETAIL PURCHASE 429308142799 MCDONALD'S #405,12.67,,
10/21/2024,Point of Sale - Interac RETAIL PURCHASE 429300441300 LIBERTY KITCHEN,86.62,,
10/18/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Channels 429213570548,4.47,,
10/18/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMZN Apps CA 429213552889,13.43,,
10/17/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT IC_4K.3NJ_07 Insurance Corporation of BC,79.01,,
10/17/2024,Point of Sale - Interac RETAIL PURCHASE 000001395051 STATUS CLIP & C,106.09,,
10/16/2024,Internet Banking E-TRANSFER 105185012884 Cash Money,,600,
10/16/2024,Internet Banking INTERNET TRANSFER 000000112689,,7.65,
10/16/2024,Internet Banking E-TRANSFER 105183999373 Isaac A,31.24,,
10/15/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT BR : 9915 TD ON-LINE LOANS SYSTEM,136.71,,
10/15/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT TD LOAN INSUR CT LOAN INSURANCE,10.16,,
10/15/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT 21019753 WC Insurance Payment,61.61,,
10/15/2024,Internet Banking INTERNET TRANSFER 000000100948,61.71,,
10/15/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 428877385652,41.43,,
10/15/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 428804790698,60.47,,
10/15/2024,Point of Sale - Interac RETAIL PURCHASE 428717369159 FRESKO ONE WORL,21.6,,
10/15/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 428737759842,4.47,,
10/15/2024,Internet Banking E-TRANSFER 105180804176 Cash Money,,250,
10/11/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,51.12,,
10/11/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,100,,
10/11/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT 000408409422962 SCOTIA BANK - SPL LOAN PAYMENT,183.75,,
10/11/2024,Point of Sale - Interac RETAIL PURCHASE 428519296031 SHELL C47030,25,,
10/11/2024,Point of Sale - Interac RETAIL PURCHASE AAEQD9WR0000 Subway 14690,15.91,,
10/11/2024,Point of Sale - Interac RETAIL PURCHASE 428519192104 SAVE ON FOODS 2,49.14,,
10/11/2024,Point of Sale - Interac RETAIL PURCHASE 000001001573 WALMART STORE #,56.4,,
10/11/2024,Point of Sale - Interac RETAIL PURCHASE 000001001251 WALMART STORE #,91.91,,
10/11/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMAZON MKTPLACE 428501137750,43.77,,
10/11/2024,Internet Banking E-TRANSFER 105179467977 YISEHAK ABDELLA,,95,
10/11/2024,Internet Banking INTERNET TRANSFER 000000126541,,150,
10/11/2024,Internet Banking INTERNET TRANSFER 000000110318,,125,
10/11/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 428576942559,60.47,,
10/11/2024,Internet Banking INTERNET BILL PAY 000000221483 SHAW CABLE,135.6,,
10/11/2024,Internet Banking INTERNET BILL PAY 000000205839 BELL MOBILITY / BELL MOBI,136.01,,
10/11/2024,Internet Banking INTERNET TRANSFER 000000114600,131.49,,
10/11/2024,Internet Banking E-TRANSFER 105179285868 Isaac A,450,,
10/11/2024,Internet Banking FULFILL REQUEST 105179279273 Cash Money,220.99,,
10/11/2024,Internet Banking INTERNET TRANSFER 000000119795,520.34,,
10/11/2024,Internet Banking FULFILL REQUEST 105179272542 Cash Money,632.5,,
10/11/2024,Electronic Funds Transfer PAY PROVINCE OF B.C,,2552.46,
10/7/2024,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
10/7/2024,Internet Banking INTERNET TRANSFER 000000112587,120,,
10/7/2024,Point of Sale - Interac RETAIL PURCHASE 427919618404 BURGER KING #13,22.14,,
10/7/2024,Internet Banking INTERNET TRANSFER 000000107395,46.58,,
10/7/2024,Internet Banking E-TRANSFER 105171368148 Isaac A.,,58.5,
10/1/2024,Internet Banking E-TRANSFER 105165756388 Jenny Phan,1650,,
10/1/2024,Internet Banking INTERNET TRANSFER 000000121942,,1650,
10/1/2024,Point of Sale - Interac RETAIL PURCHASE A5ZTQSY90000 Subway 14690,17.36,,
10/1/2024,Point of Sale - Interac RETAIL PURCHASE 427419106528 SHELL C47030,25,,
10/1/2024,Point of Sale - Interac RETAIL PURCHASE 427414623807 STARBUCKS COFFE,4.78,,
10/1/2024,Point of Sale - Interac RETAIL PURCHASE 427412015993 THE SPIRAL CAFE,5.45,,
10/1/2024,Point of Sale - Interac RETAIL PURCHASE 427317280697 SAVE ON FOODS 2,54.33,,
10/1/2024,Internet Banking INTERNET TRANSFER 000000223326,100,,
10/1/2024,Internet Banking INTERNET TRANSFER 000000127567,300,,
10/1/2024,Internet Banking E-TRANSFER 105161454917 Cash Money,,550,
9/27/2024,Branch Transaction OVERDRAFT INTEREST CHARGE,0.25,,
9/27/2024,Branch Transaction OVER LIMIT FEE,5,,
9/27/2024,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,
9/27/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,33.2,,
9/27/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,100,,
9/27/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT 000408409422962 SCOTIA BANK - SPL LOAN PAYMENT,183.75,,
9/27/2024,Internet Banking E-TRANSFER 105160615083 Isaac A,50,,
9/27/2024,Internet Banking E-TRANSFER 105160611796 Isaac A,80,,
9/27/2024,Internet Banking E-TRANSFER 105160605041 Cash Money,,450,
9/27/2024,Internet Banking INTERNET TRANSFER 000000128280,1650,,
9/27/2024,Electronic Funds Transfer PAY PROVINCE OF B.C,,1564.15,
9/25/2024,Internet Banking INTERNET TRANSFER 000000114120,144.03,,
9/25/2024,Internet Banking E-TRANSFER 105157945924 SEMIR G ABDELLA,,300,
9/25/2024,Internet Banking E-TRANSFER 105156986663 Isaac A,100,,
9/23/2024,Internet Banking E-TRANSFER 105155516185 Jenny Phan,93,,
9/23/2024,Internet Banking E-TRANSFER 105154402970 Gebreal Reda,90,,
9/23/2024,Internet Banking INTERNET TRANSFER 000000212288,,145,
9/20/2024,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAY TO: CRA 426416190742,181.37,,
9/20/2024,Internet Banking INTERNET TRANSFER 000000236927,,200,
9/20/2024,Internet Banking INTERNET TRANSFER 000000236743,,50,
9/17/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT IC_4K.3NJ_07 Insurance Corporation of BC,79.01,,
9/17/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT 000000000000000 B.C. HYDRO & POWER AUTHORITY,183.84,,
9/16/2024,Internet Banking FULFILL REQUEST 105147156885 SEMIR G ABDELLA,175,,
9/13/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,100,,
9/13/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT 000408409422962 SCOTIA BANK - SPL LOAN PAYMENT,183.75,,
9/13/2024,Internet Banking INTERNET BILL PAY 000000118832 BELL MOBILITY / BELL MOBI,115,,
9/13/2024,Internet Banking E-TRANSFER 105143612611 Isaac A,350,,
9/13/2024,Internet Banking FULFILL REQUEST 105143600237 Cash Money,258.23,,
9/13/2024,Internet Banking INTERNET TRANSFER 000000226413,9.3,,
9/13/2024,Internet Banking INTERNET TRANSFER 000000225719,32.47,,
9/13/2024,Internet Banking E-TRANSFER 105143589766 Isaac A,300,,
9/13/2024,Internet Banking INTERNET TRANSFER 000000222467,240.7,,
9/13/2024,Electronic Funds Transfer PAY PROVINCE OF B.C,,2219.18,
9/12/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT BR : 9915 TD ON-LINE LOANS SYSTEM,136.71,,
9/12/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT TD LOAN INSUR CT LOAN INSURANCE,10.16,,
9/12/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT 21019753 WC Insurance Payment,61.61,,
9/12/2024,Internet Banking INTERNET TRANSFER 000000103081,17.36,,
9/12/2024,Internet Banking INTERNET TRANSFER 000000112299,15,,
9/12/2024,Internet Banking INTERNET TRANSFER 000000136152,1104.35,,
9/12/2024,Internet Banking E-TRANSFER 105142460325 Cash Money,,1200,
9/10/2024,Electronic Funds Transfer DEPOSIT CASH MONEY CHEQ,,44.6,
9/9/2024,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
9/9/2024,Internet Banking FULFILL REQUEST 105138482256 SEMIR G ABDELLA,125,,
9/6/2024,Internet Banking E-TRANSFER 105134430864 1443448 BC LTD,,53,
9/3/2024,Internet Banking INTERNET TRANSFER 000000209061,,50,
